,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$339,990.00",3127 NE 13TH PL,CAPE CORAL,3+Den/2(0),"1,469",36,"$339,990.00",11/21/23
,,"$334,990.00",2820 NE 2ND PL,CAPE CORAL,3+Den/2(0),"1,469",54,"$339,990.00",10/27/23
,,"$339,999.00",242 SE 7TH ST,CAPE CORAL,3 Bed/2(0),"1,184",13,"$339,999.00",10/23/23
,,"$339,999.00",4314 GARDEN BLVD,CAPE CORAL,4 Bed/2(0),"1,499",34,"$339,999.00",10/27/23
,,"$339,999.00",1326 NE 33RD LN,CAPE CORAL,4 Bed/2(0),"1,499",32,"$339,999.00",10/24/23
,,"$339,999.00",3508 NE 19TH PL,CAPE CORAL,4 Bed/2(0),"1,499",22,"$339,999.00",11/29/23
,,"$345,000.00",1829 SE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,339",4,"$340,000.00",12/14/23
,,"$340,000.00",2728 NE 5TH PL,CAPE CORAL,4 Bed/2(0),"1,426",0,"$340,000.00",12/15/23
,,"$340,000.00",1117 NW 18TH PL,CAPE CORAL,3 Bed/2(0),"1,400",0,"$340,000.00",12/27/23
,,"$340,000.00",202 NW 25TH ST,CAPE CORAL,4 Bed/2(0),"1,426",0,"$340,000.00",12/01/23
,,"$399,900.00",4208 SE 6TH PL,CAPE CORAL,2 Bed/2(0),"1,200",0,"$340,000.00",10/30/23
,,"$339,900.00",3011 SW 14TH CT,CAPE CORAL,3 Bed/2(0),"1,455",17,"$340,000.00",11/15/23
,,"$340,000.00",502 NW 18TH ST,CAPE CORAL,3 Bed/2(0),"1,401",9,"$340,000.00",10/30/23
,,"$349,900.00",1925 SE 9TH TER,CAPE CORAL,3 Bed/2(0),"1,712",2,"$340,000.00",10/04/23
,,"$375,000.00",516 SE 28TH TER,CAPE CORAL,3 Bed/2(0),"1,670",82,"$340,000.00",12/15/23
,,"$349,900.00",1119 NE PINE ISLAND LN,CAPE CORAL,3 Bed/2(0),"1,335",66,"$340,000.00",12/04/23
,,"$350,000.00",4162 NW 39TH AVE,CAPE CORAL,3+Den/2(0),"1,462",21,"$340,000.00",09/26/23
,,"$340,000.00",4011 NE 10TH PL,CAPE CORAL,3 Bed/2(0),"1,400",7,"$340,000.00",10/01/23
,,"$375,000.00",2207 NW JUANITA PL,CAPE CORAL,3 Bed/2(0),"2,016",122,"$340,000.00",12/29/23
,,"$374,900.00",1712 SE 1ST ST,CAPE CORAL,3 Bed/2(0),"1,599",75,"$340,000.00",10/26/23
,,"$339,900.00",1335 NE PINE ISLAND LN,CAPE CORAL,3 Bed/2(1),"1,570",97,"$340,000.00",12/06/23
,,"$334,900.00",306 SE 21ST PL,CAPE CORAL,3 Bed/2(0),"1,381",5,"$340,000.00",08/09/23
,,"$349,000.00",1235 SE 44TH ST,CAPE CORAL,4 Bed/2(0),"1,596",54,"$340,000.00",10/06/23
,,"$349,000.00",715 SE 9TH PL,CAPE CORAL,3 Bed/2(0),"1,400",13,"$340,000.00",09/29/23
,,"$383,000.00",10190 TIN MAPLE DR #131,ESTERO,3 Bed/2(1),"1,760",8,"$340,000.00",09/13/23
,,"$340,000.00",3911 LUZON ST,FORT MYERS,2 Bed/1(1),"1,417",--,"$340,000.00",03/29/23
,,"$340,000.00",8053 KANSAS RD,FORT MYERS,3 Bed/2(0),"1,236",13,"$340,000.00",12/26/23
,,"$349,999.00",17545 FUCHSIA RD,FORT MYERS,3 Bed/2(0),"1,655",37,"$340,000.00",12/08/23
,,"$349,000.00",13008 FOURTH ST,FORT MYERS,3 Bed/2(0),"1,409",24,"$340,000.00",10/06/23
,,"$361,596.00",3917 TREASURE OAK WAY,FORT MYERS,4 Bed/2(0),"1,817",64,"$340,000.00",11/22/23
,,"$358,500.00",6049 TABOR AVE,FORT MYERS,4 Bed/2(0),"1,860",8,"$340,000.00",09/15/23
,,"$340,000.00",7602 WINTER GARDEN PKWY,FORT PIERCE,3 Bed/2(0),"1,667",--,"$340,000.00",02/27/23
,,"$344,900.00",3310 7TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,744",5,"$340,000.00",12/28/23
,,"$340,000.00",1105 W 13TH ST,LEHIGH ACRES,3 Bed/2(0),"1,536",23,"$340,000.00",12/21/23
,,"$340,000.00",4307 DOUGLAS LN,LEHIGH ACRES,3 Bed/2(0),"1,586",1,"$340,000.00",10/31/23
,,"$340,000.00",3918 36TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,490",16,"$340,000.00",11/09/23
,,"$355,000.00",4702 DORA AVE S,LEHIGH ACRES,3 Bed/2(0),"1,536",36,"$340,000.00",10/27/23
,,"$350,000.00",395 PACE AVE,LEHIGH ACRES,3 Bed/2(0),"1,601",66,"$340,000.00",12/28/23
,,"$345,000.00",607 W 7TH ST,LEHIGH ACRES,3+Den/2(0),"1,589",5,"$340,000.00",10/06/23
,,"$350,000.00",1004 HARWOOD AVE S,LEHIGH ACRES,3 Bed/2(0),"1,457",9,"$340,000.00",09/14/23
,,"$349,900.00",2613 11TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,896",5,"$340,000.00",09/01/23
,,"$350,000.00",548 LONE STAR LN,LEHIGH ACRES,3 Bed/2(0),"1,498",25,"$340,000.00",10/11/23
,,"$339,900.00",2911 23RD ST W,LEHIGH ACRES,3+Den/2(0),"1,697",7,"$340,000.00",08/23/23
,,"$340,000.00",3007 14TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,680",17,"$340,000.00",08/22/23
,,"$350,000.00",938 ANTHONY ST E,LEHIGH ACRES,3 Bed/2(0),"1,418",34,"$340,000.00",09/15/23
,,"$340,000.00",400 MERRY CT,LEHIGH ACRES,4 Bed/2(0),"2,005",10,"$340,000.00",08/18/23
,,"$350,000.00",3212 34TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,620",106,"$340,000.00",09/22/23
,,"$350,000.00",3214 34TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,620",49,"$340,000.00",09/21/23
,,"$350,000.00",3721 7TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,622",12,"$340,000.00",08/02/23
,,"$360,000.00",153 6TH ST,NAPLES,2 Bed/2(0),"1,040",25,"$340,000.00",09/28/23
,,"$349,900.00",1831 INLET DR,NORTH FORT MYERS,3 Bed/2(0),"1,352",21,"$340,000.00",12/06/23
,,"$342,500.00",794 HYDRANGEA DR,NORTH FORT MYERS,3 Bed/2(0),"1,458",3,"$340,000.00",09/26/23
,,"$338,990.00",1037 NE 40TH TER,CAPE CORAL,3+Den/2(0),"1,469",53,"$340,990.00",12/08/23
,,"$349,900.00",3972 WASHINGTON AVE,FORT MYERS,3 Bed/2(0),"1,269",15,"$341,000.00",10/11/23
,,"$356,298.00",3899 TREASURE OAK WAY,FORT MYERS,4 Bed/2(0),"1,936",53,"$341,298.00",10/27/23
,,"$334,990.00",3602 NE 18TH PL,CAPE CORAL,3 Bed/2(0),"1,400",5,"$341,490.00",10/26/23
,,"$350,000.00",1526 SE 15TH PL,CAPE CORAL,3 Bed/2(0),"1,631",3,"$342,000.00",10/02/23
,,"$349,900.00",2110 TROPICANA PKWY W,CAPE CORAL,3+Den/2(0),"1,458",9,"$342,000.00",07/28/23
,,"$349,000.00",5411 BAYLOR LANE,FORT MYERS,3 Bed/2(0),"1,082",14,"$342,000.00",10/31/23
,,"$348,900.00",616 TARAPIN AVE,LEHIGH ACRES,3 Bed/2(0),"1,803",77,"$342,000.00",11/15/23
,,"$342,025.00",43740 SPARROW DR,PUNTA GORDA,2+Den/2(0),"1,503",--,"$342,025.00",07/31/23
,,"$345,000.00",127 NE 9TH AVE,CAPE CORAL,3 Bed/2(0),"1,455",12,"$342,500.00",11/17/23
,,"$335,000.00",2614 NW 7TH ST,CAPE CORAL,3 Bed/2(0),"1,279",8,"$342,500.00",08/25/23
,,"$349,900.00",2513 23RD ST SW,LEHIGH ACRES,4+Den/2(1),"2,098",12,"$342,500.00",10/31/23
,,"$345,000.00",573 WINDERMERE DR,LEHIGH ACRES,3 Bed/2(0),"1,597",36,"$342,500.00",10/02/23
,,"$357,597.00",3886 TREASURE OAK WAY,FORT MYERS,4 Bed/2(0),"1,817",46,"$342,597.00",10/24/23
,,"$348,000.00",3113 ACADEMY BLVD,CAPE CORAL,3 Bed/2(0),"1,456",40,"$343,000.00",08/31/23
,,"$350,000.00",6034 JADESTONE AVE,FORT MYERS,3+Den/2(0),"1,790",33,"$343,000.00",11/30/23
,,"$349,900.00",24131 BUCKINGHAM WAY,PORT CHARLOTTE,3 Bed/2(0),"1,713",21,"$343,000.00",09/29/23
,,"$344,990.00",1718 NW 18TH TER,CAPE CORAL,4 Bed/2(0),"1,810",35,"$343,490.00",11/08/23
,,"$347,990.00",4116 NE 8TH PL,CAPE CORAL,3+Den/2(0),"1,469",8,"$343,990.00",10/24/23
,,"$348,900.00",850 SE 41ST ST,CAPE CORAL,3 Bed/2(0),"1,649",40,"$344,000.00",09/12/23
,,"$344,000.00",1130 PARK DR,LABELLE,3+Den/2(0),"2,557",0,"$344,000.00",09/21/23
,,"$360,000.00",4106 26TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,204",64,"$344,000.00",10/27/23
,,"$346,900.00",2804 NW 5TH ST,CAPE CORAL,3 Bed/2(0),"1,270",95,"$344,900.00",12/20/23
,,"$344,900.00",2530 CATRON CIR,LEHIGH ACRES,4 Bed/2(0),"1,696",68,"$344,900.00",12/15/23
,,"$344,990.00",2224 NE 7TH PL,CAPE CORAL,3+Den/2(0),"1,469",28,"$344,990.00",12/29/23
,,"$344,990.00",919 NE 33RD TER,CAPE CORAL,3+Den/2(0),"1,469",37,"$344,990.00",11/06/23
,,"$344,990.00",707 NW 18TH AVE,CAPE CORAL,4 Bed/2(0),"1,810",24,"$344,990.00",11/30/23
,,"$347,990.00",1026 NW 8TH PL,CAPE CORAL,4 Bed/2(0),"1,810",21,"$344,990.00",10/27/23
,,"$348,990.00",217 NW 15TH ST,CAPE CORAL,3+Den/2(0),"1,469",18,"$344,990.00",10/25/23
,,"$344,990.00",3814 21ST ST W,LEHIGH ACRES,4 Bed/2(0),"1,650",12,"$344,990.00",11/17/23
,,"$349,999.00",3133 SE 8TH PL,CAPE CORAL,3 Bed/2(0),"1,343",19,"$345,000.00",12/28/23
,,"$344,900.00",1728 NE 34TH ST,CAPE CORAL,4 Bed/2(0),"1,865",25,"$345,000.00",12/04/23
,,"$344,000.00",209 NW 22ND PL,CAPE CORAL,3+Den/2(0),"1,469",13,"$345,000.00",10/13/23
,,"$349,900.00",1115 SW 42ND TER,CAPE CORAL,3 Bed/2(0),"1,324",37,"$345,000.00",11/02/23
,,"$350,000.00",3725 NE 23RD AVE,CAPE CORAL,4 Bed/2(0),"1,757",20,"$345,000.00",10/09/23
,,"$345,000.00",245 SW 39TH TER,CAPE CORAL,3 Bed/2(0),"1,322",11,"$345,000.00",09/08/23
,,"$349,900.00",2008 SE 7TH ST,CAPE CORAL,3 Bed/2(0),"1,598",6,"$345,000.00",09/01/23
,,"$355,000.00",18541 WINTER HAVEN RD,FORT MYERS,3 Bed/2(0),"1,056",10,"$345,000.00",12/15/23
,,"$350,000.00",1850 MORENO AVE,FORT MYERS,3 Bed/2(0),"1,152",10,"$345,000.00",11/15/23
,,"$345,000.00",2137 ALDRIDGE AVE,FORT MYERS,4 Bed/2(0),"1,692",5,"$345,000.00",09/13/23
,,"$340,000.00",507 MARBY RD,LEHIGH ACRES,3 Bed/2(0),"1,921",6,"$345,000.00",11/17/23
,,"$345,000.00",3010 23RD ST SW,LEHIGH ACRES,4 Bed/2(0),"1,588",27,"$345,000.00",12/12/23
,,"$354,900.00",4303 NORA AVE S,LEHIGH ACRES,3 Bed/2(0),"1,536",51,"$345,000.00",10/27/23
,,"$350,000.00",1112 WAGNER AVE,LEHIGH ACRES,4 Bed/2(0),"1,595",105,"$345,000.00",12/28/23
,,"$350,000.00",871 CERVANTES ST E,LEHIGH ACRES,4 Bed/2(0),"1,932",14,"$345,000.00",09/08/23
,,"$339,999.00",561 PACHMAN CIR,LEHIGH ACRES,3+Den/2(0),"1,777",11,"$345,000.00",10/02/23
,,"$344,900.00",2809 32ND ST SW,LEHIGH ACRES,4 Bed/2(0),"1,744",5,"$345,000.00",08/24/23
,,"$355,000.00",793 HOMESTEAD RD S,LEHIGH ACRES,3+Den/2(0),"1,670",15,"$345,000.00",09/07/23
,,"$350,000.00",3312 25TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,617",20,"$345,000.00",08/28/23
,,"$346,500.00",2916 48TH ST W,LEHIGH ACRES,3+Den/2(0),"2,020",37,"$345,000.00",10/13/23
,,"$344,999.00",705 WELLINGTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,325",90,"$345,000.00",10/20/23
,,"$345,000.00",3513 SUNSHINE BLVD N,LEHIGH ACRES,3 Bed/2(0),"1,556",7,"$345,000.00",08/25/23
,,"$319,000.00",2007 E 8TH ST,LEHIGH ACRES,3 Bed/2(0),"1,713",2,"$345,000.00",08/08/23
,,"$339,000.00",1818 TOMASO AVE,LEHIGH ACRES,3 Bed/2(0),"1,646",6,"$345,000.00",07/28/23
,,"$350,000.00",4569 26TH PL SW,NAPLES,3 Bed/2(0),"1,262",1,"$345,000.00",12/19/23
,,"$345,000.00",23189 JULES AVE,PORT CHARLOTTE,3 Bed/2(0),"1,504",29,"$345,000.00",10/02/23
,,"$347,400.00",364 EVERGREEN ST,PUNTA GORDA,4 Bed/2(0),"1,710",22,"$345,000.00",12/01/23
,,"$349,900.00",3781 GLOXINIA DR,NORTH FORT MYERS,2+Den/2(0),"1,623",59,"$345,500.00",10/23/23
,,"$348,990.00",2800 NW 5TH PL,CAPE CORAL,4 Bed/2(0),"1,810",7,"$346,990.00",10/31/23
,,"$346,990.00",923 NW 10TH AVE,CAPE CORAL,4 Bed/2(0),"1,810",34,"$346,990.00",12/08/23
,,"$354,430.00",2805 STAR CORAL DR,NORTH FORT MYERS,2+Den/2(0),"1,614",24,"$346,999.00",12/28/23
,,"$359,000.00",2024 NW 5TH ST,CAPE CORAL,3 Bed/2(1),"1,976",75,"$347,000.00",12/04/23
,,"$340,000.00",17149 ORIOLE RD,FORT MYERS,3 Bed/2(0),"1,630",1,"$347,000.00",08/09/23
,,"$349,900.00",2807 2ND ST SW,LEHIGH ACRES,4 Bed/2(0),"2,052",74,"$347,000.00",11/15/23
,,"$347,400.00",333 EVERGREEN ST,PUNTA GORDA,4 Bed/2(0),"1,710",22,"$347,400.00",12/01/23
,,"$359,000.00",1102 E MAPLE ST,ARCADIA,3 Bed/2(0),"1,508",4,"$347,500.00",08/25/23
,,"$347,500.00",256 BLACKSTONE DR,FORT MYERS,3+Den/2(0),"1,257",11,"$347,500.00",08/09/23
,,"$349,900.00",3319 18TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,650",20,"$347,500.00",12/08/23
,,"$347,500.00",737 NEWHALL ST E,LEHIGH ACRES,3 Bed/2(0),"1,536",16,"$347,500.00",10/31/23
,,"$357,596.00",3879 TREASURE OAK WAY,FORT MYERS,4 Bed/2(0),"1,817",60,"$347,597.00",11/15/23
,,"$347,700.00",2215 SAYE DR E,JACKSONVILLE,3+Den/2(1),"1,857",21,"$347,700.00",10/26/23
,,"$347,900.00",1446 BUSH ST W,IMMOKALEE,3+Den/2(0),"1,540",60,"$347,900.00",12/01/23
,,"$347,900.00",1426 BUSH ST W,IMMOKALEE,3+Den/2(0),"1,540",118,"$347,900.00",12/29/23
,,"$347,990.00",324 NE 31ST ST,CAPE CORAL,4 Bed/2(0),"1,810",30,"$347,990.00",11/20/23
,,"$349,900.00",1102 SE 32ND TER,CAPE CORAL,3 Bed/2(0),"1,952",46,"$348,000.00",10/31/23
,,"$340,000.00",2506 39TH ST W,LEHIGH ACRES,3+Den/2(0),"1,777",13,"$348,500.00",12/12/23
,,"$369,000.00",13673 HAMPTON RD,BOKEELIA,2 Bed/2(0),"1,232",49,"$348,800.00",11/29/23
,,"$349,000.00",1628 COUNTRY CLUB BLVD,CAPE CORAL,3+Den/2(0),"1,602",24,"$349,000.00",11/08/23
,,"$349,900.00",2921 NE 5TH AVE,CAPE CORAL,4 Bed/2(0),"1,630",30,"$349,000.00",12/01/23
,,"$349,900.00",2518 NE 7TH PL,CAPE CORAL,4 Bed/2(0),"1,630",13,"$349,000.00",12/15/23
,,"$349,000.00",1201 NW 13TH TER,CAPE CORAL,3 Bed/2(0),"1,684",58,"$349,000.00",10/24/23
,,"$374,900.00",622 SE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,558",4,"$349,000.00",11/28/23
,,"$350,000.00",6937 MAMOUTH ST,ENGLEWOOD,3 Bed/2(0),"1,597",13,"$349,000.00",07/18/23
,,"$345,000.00",1634 GRACE AVE,FORT MYERS,4 Bed/2(0),"1,301",49,"$349,000.00",12/14/23
,,"$349,999.00",6046 LATIMER AVE,FORT MYERS,3+Den/2(0),"1,630",35,"$349,000.00",09/29/23
,,"$349,000.00",18557 COCONUT RD,FORT MYERS,3 Bed/2(1),"1,370",83,"$349,000.00",12/04/23
,,"$349,900.00",1308 HIBISCUS AVE,LEHIGH ACRES,3 Bed/2(0),"1,655",35,"$349,000.00",12/21/23
,,"$349,000.00",726 PUCCINI AVE S,LEHIGH ACRES,3+Den/2(0),"2,013",23,"$349,000.00",09/22/23
,,"$359,290.00",44203 FRONTIER DR,PUNTA GORDA,4 Bed/2(0),"1,687",96,"$349,290.00",11/30/23
,,"$349,990.00",411 NW 13TH TER,CAPE CORAL,4 Bed/2(0),"1,650",54,"$349,490.00",11/30/23
,,"$349,500.00",5568 BILLINGS ST,LEHIGH ACRES,3 Bed/2(0),"1,439",75,"$349,500.00",12/20/23
,,"$355,595.00",2204 NE 5TH PL,CAPE CORAL,3 Bed/2(0),"1,551",126,"$349,596.00",11/15/23
,,"$365,000.00",1016 NW 17TH ST,CAPE CORAL,3+Den/2(0),"1,458",39,"$349,800.00",12/07/23
,,"$349,900.00",2702 SW 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,454",13,"$349,900.00",12/29/23
,,"$349,900.00",4333 NW 35TH AVE,CAPE CORAL,3 Bed/2(0),"1,408",1,"$349,900.00",12/06/23
,,"$349,900.00",4126 NW 38TH TER,CAPE CORAL,3 Bed/2(0),"1,200",8,"$349,900.00",09/25/23
,,"$349,900.00",1406 SE 28TH TER,CAPE CORAL,3 Bed/2(0),"1,200",3,"$349,900.00",09/14/23
,,"$349,900.00",6119 HUTTON CT,FORT MYERS,4 Bed/2(0),"1,744",12,"$349,900.00",12/05/23
,,"$349,900.00",144 VERMONT AVE,FORT MYERS,4 Bed/3(0),"2,353",3,"$349,900.00",08/31/23
,,"$349,900.00",2708 6TH ST W,LEHIGH ACRES,4+Den/3(0),"2,030",--,"$349,900.00",01/19/23
,,"$349,900.00",2710 37TH ST SW,LEHIGH ACRES,4+Den/3(0),"2,030",--,"$349,900.00",05/24/23
,,"$349,900.00",2808 31ST ST W,LEHIGH ACRES,3+Den/3(0),"2,030",--,"$349,900.00",03/14/23
,,"$349,900.00",2807 18TH ST W,LEHIGH ACRES,4+Den/3(0),"2,030",--,"$349,900.00",06/05/23
,,"$349,900.00",1903 CARLSON AVE N,LEHIGH ACRES,4+Den/3(0),"2,030",--,"$349,900.00",06/28/23
,,"$349,900.00",2004 WANDA AVE N,LEHIGH ACRES,4+Den/3(0),"2,030",--,"$349,900.00",06/01/23
,,"$349,900.00",11 ILLINOIS RD,LEHIGH ACRES,3 Bed/2(0),"1,752",12,"$349,900.00",09/08/23
,,"$349,900.00",5304 3RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,439",33,"$349,900.00",09/01/23
,,"$354,900.00",22403 PRISCILLA AVE,PORT CHARLOTTE,4 Bed/2(0),"1,710",13,"$349,900.00",12/13/23
,,"$349,998.00",3108 68TH ST W,LEHIGH ACRES,3+Den/2(0),"1,630",65,"$349,998.00",11/13/23
,,"$349,998.00",2802 7TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,630",35,"$349,998.00",09/29/23
,,"$349,999.00",722 ALETHA AVE S,LEHIGH ACRES,3 Bed/2(0),"1,638",62,"$349,999.00",11/07/23
,,"$349,999.00",16841 PINK CORAL PATH,NORTH FORT MYERS,4 Bed/2(0),"1,828",106,"$349,999.00",12/28/23
,,"$364,900.00",17916 WAYSIDE BEND,BABCOCK RANCH,2+Den/2(0),"1,614",8,"$350,000.00",12/20/23
,,"$395,000.00",1004 NW 37TH AVE,CAPE CORAL,4 Bed/2(0),"1,734",20,"$350,000.00",12/29/23
,,"$350,000.00",1819 NE 19TH AVE,CAPE CORAL,3+Den/2(0),"1,666",4,"$350,000.00",12/08/23
,,"$350,000.00",2212 NW 42ND PL,CAPE CORAL,3 Bed/2(0),"1,409",7,"$350,000.00",12/08/23
,,"$384,990.00",1622 SE 19TH LN,CAPE CORAL,4 Bed/2(0),"1,650",16,"$350,000.00",12/22/23
,,"$365,000.00",1122 SE 21ST ST,CAPE CORAL,3+Den/2(0),"1,917",24,"$350,000.00",11/17/23
,,"$385,000.00",2514 RETUNDA PKWY W,CAPE CORAL,3 Bed/2(0),"1,960",87,"$350,000.00",12/22/23
,,"$370,000.00",2724 SW 11TH AVE,CAPE CORAL,3+Den/2(0),"1,590",6,"$350,000.00",11/30/23
,,"$350,000.00",3612 SW 11TH AVE,CAPE CORAL,3 Bed/2(0),"1,685",36,"$350,000.00",12/19/23
,,"$369,998.00",410 NW 10TH TER,CAPE CORAL,3 Bed/2(0),"1,543",29,"$350,000.00",10/26/23
,,"$354,990.00",2015 NW 5TH TER,CAPE CORAL,4 Bed/2(0),"1,650",5,"$350,000.00",10/20/23
,,"$354,900.00",915 NE 13TH PL,CAPE CORAL,3 Bed/2(0),"1,505",27,"$350,000.00",09/15/23
,,"$350,000.00",1819 SW 2ND AVE,CAPE CORAL,3 Bed/2(0),"1,431",8,"$350,000.00",09/27/23
,,"$359,700.00",2513 NW 28TH ST,CAPE CORAL,4 Bed/2(0),"2,179",74,"$350,000.00",11/22/23
,,"$359,900.00",2522 NE 6TH PL,CAPE CORAL,3+Den/2(0),"1,791",14,"$350,000.00",09/11/23
,,"$349,900.00",1221 NW 19TH TER,CAPE CORAL,4 Bed/2(0),"1,596",6,"$350,000.00",08/18/23
,,"$350,000.00",4404 NE 15TH AVE,CAPE CORAL,3 Bed/2(0),"1,412",7,"$350,000.00",11/06/23
,,"$354,900.00",4233 NW 34TH LN,CAPE CORAL,3 Bed/2(0),"1,440",15,"$350,000.00",07/28/23
,,"$350,000.00",1347 NW 14TH PL,CAPE CORAL,3 Bed/2(0),"1,747",32,"$350,000.00",08/23/23
,,"$360,000.00",425 KISMET PKWY W,CAPE CORAL,3 Bed/2(0),"1,777",15,"$350,000.00",08/16/23
,,"$359,900.00",1136 NW 16TH TER,CAPE CORAL,3 Bed/2(0),"1,258",55,"$350,000.00",09/14/23
,,"$355,000.00",1501 NE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,464",2,"$350,000.00",07/03/23
,,"$379,900.00",613 CONCORDIA AVE,CLEWISTON,4 Bed/3(0),"1,932",6,"$350,000.00",08/30/23
,,"$389,000.00",4811 PALMETTO TER,ESTERO,3 Bed/3(0),"1,735",7,"$350,000.00",08/14/23
,,"$379,950.00",3662 FORT KEIS AVE,FORT DENAUD,3 Bed/2(0),"1,620",22,"$350,000.00",11/30/23
,,"$349,998.00",6009 LANGDON AVE,FORT MYERS,3+Den/2(0),"1,630",4,"$350,000.00",12/20/23
,,"$360,000.00",1646 CORONADO RD,FORT MYERS,2 Bed/1(0),768,6,"$350,000.00",10/17/23
,,"$355,000.00",9796 OWLCLOVER ST,FORT MYERS,3 Bed/2(0),"1,409",70,"$350,000.00",12/15/23
,,"$358,900.00",19066 FLAMINGO RD,FORT MYERS,3 Bed/2(0),"1,036",1,"$350,000.00",10/05/23
,,"$369,900.00",863 WINWOOD CIR,FORT MYERS,3 Bed/2(0),"1,270",0,"$350,000.00",09/29/23
,,"$354,998.00",6134 LAURELWOOD DR,FORT MYERS,3+Den/2(0),"1,630",92,"$350,000.00",11/30/23
,,"$369,700.00",18346 OSTEGO DR,FORT MYERS,3 Bed/2(0),"1,104",17,"$350,000.00",09/13/23
,,"$499,900.00",10880 HIGHLAND AVE,FORT MYERS,3 Bed/2(1),"2,289",95,"$350,000.00",11/17/23
,,"$350,000.00",18303 LEE RD,FORT MYERS,3 Bed/2(0),"1,433",37,"$350,000.00",09/28/23
,,"$375,000.00",3111 MEANDERING WAY #101,FORT MYERS,2+Den/2(0),"1,421",21,"$350,000.00",08/25/23
,,"$350,000.00",7310 JONAS RD,FORT MYERS,4 Bed/2(0),"1,288",5,"$350,000.00",09/06/23
,,"$365,000.00",4342 TUFTS AVE,FORT MYERS,4 Bed/3(0),"1,700",12,"$350,000.00",08/10/23
,,"$344,900.00",17437 LEE RD,FORT MYERS,3 Bed/2(0),"1,313",18,"$350,000.00",10/04/23
,,"$350,000.00",2436 GORHAM AVE,FORT MYERS,2+Den/2(0),"1,419",4,"$350,000.00",08/17/23
,,"$398,900.00",461 6TH AVE,LABELLE,3 Bed/3(0),"2,515",64,"$350,000.00",11/16/23
,,"$350,000.00",12064 SAVANNA LAKES BLVD,LEHIGH ACRES,4 Bed/4(2),"1,937",--,"$350,000.00",11/27/23
,,"$425,000.00",9143 LEATHERWOOD LOOP,LEHIGH ACRES,4 Bed/3(0),"2,032",20,"$350,000.00",12/02/23
,,"$344,900.00",1865 MAIDEN ST,LEHIGH ACRES,4 Bed/2(0),"1,744",6,"$350,000.00",11/17/23
,,"$350,000.00",2601 8TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,279",39,"$350,000.00",12/21/23
,,"$349,999.00",220 GRANT AVE,LEHIGH ACRES,4 Bed/2(0),"1,744",7,"$350,000.00",12/15/23
,,"$349,999.00",1013 TRUMAN AVE,LEHIGH ACRES,4 Bed/2(0),"1,744",13,"$350,000.00",11/28/23
,,"$358,900.00",1871 MAIDEN ST,LEHIGH ACRES,4 Bed/2(0),"1,860",34,"$350,000.00",12/21/23
,,"$340,000.00",1509 TERRY AVE S,LEHIGH ACRES,3 Bed/2(0),"1,562",3,"$350,000.00",10/30/23
,,"$370,000.00",2002 W 9TH ST,LEHIGH ACRES,3 Bed/2(0),"1,643",35,"$350,000.00",11/17/23
,,"$342,000.00",2704 E 9TH ST,LEHIGH ACRES,3 Bed/2(0),"1,505",6,"$350,000.00",10/20/23
,,"$340,000.00",1801 W 14TH ST,LEHIGH ACRES,3 Bed/2(0),"1,536",63,"$350,000.00",11/14/23
,,"$348,000.00",1606 COUNTRY CLUB PKWY,LEHIGH ACRES,4 Bed/3(0),"2,630",13,"$350,000.00",10/23/23
,,"$350,000.00",911 APPLE AVE,LEHIGH ACRES,3 Bed/2(1),"2,037",7,"$350,000.00",09/20/23
,,"$360,000.00",124 CORRY AVE S,LEHIGH ACRES,4 Bed/2(0),"1,566",82,"$350,000.00",11/28/23
,,"$350,000.00",153 PATIO ST,LEHIGH ACRES,3 Bed/2(0),"1,408",7,"$350,000.00",09/27/23
,,"$350,000.00",3315 14TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,588",21,"$350,000.00",10/01/23
,,"$355,999.00",1731 UNICE AVE N,LEHIGH ACRES,3+Den/2(0),"1,630",37,"$350,000.00",10/13/23
,,"$349,900.00",1002 ATHERTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,420",49,"$350,000.00",11/10/23
,,"$350,000.00",3419 27TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,538",10,"$350,000.00",08/31/23
